group,object_name,label,table_column,type,allowed_values,purpose,how_it_works,used_in,confidence,notes
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check11,Allega alle e-mail della Ristampa Documenti eventuali DDT legati alle fatture selezionate,U_AZI_PB.AZI_ATCHDDT,boolean,,Allega alle e-mail della Ristampa Documenti eventuali DDT legati alle fatture selezionate,Caricato all'avvio in PUB_ATCHDDT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ATCHDDT = 0`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check12,Assegna numerazione NUMFEL per clienti FVS anche senza fatturazione elettronica,U_AZI_PB.AZI_NFELFVS,boolean,,Assegna numerazione NUMFEL per clienti FVS anche senza fatturazione elettronica,Caricato all'avvio in PUB_NFELFVS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NFELFVS = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check13,Abilita gestione testo unico con formattazione RTF in personalizzazione documento,U_AZI_PB.AZI_DOCRTF,boolean,,Abilita gestione testo unico con formattazione RTF in personalizzazione documento,Caricato all'avvio in PUB_DOCRTF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_DOCRTF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check16,"Durante la digitazione dati nelle fatture , i seguenti campi sono obbligatori :",U_AZI_PB.AZI_DOCFAT,boolean,,"Durante la digitazione dati nelle fatture , i seguenti campi sono obbligatori :",Caricato all'avvio in PUB_DOCFAT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_DOCFAT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check15,Calcola lo sconto dal prezzo netto digitato manualmente,U_AZI_PB.AZI_CALSCFT,boolean,,Calcola lo sconto dal prezzo netto digitato manualmente,Caricato all'avvio in PUB_CALSCFT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CALSCFT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check17,Gestione contributo polieco nelle fatture,U_AZI_PA.AZI_POLIEC,boolean,,Gestione contributo polieco nelle fatture,Caricato all'avvio in PUB_POLIEC (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.GESTIONE_POLIECO: `IF !PUB_POLIEC AND 'FAT' $ _TIPOARC`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (GESTIONE_POLIECO);applilib_sergio.prg (GESTIONE_POLIECO_ORIGINALE);I248_STARTUP.PRG,ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check13,Contabilizza subito la fattura cliente,U_AZI_PA.AZI_CONFAT,boolean,,Contabilizza subito la fattura cliente,Caricato all'avvio in PUB_CONFAT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CONFAT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check14,Non crea il commento di riferimento alla destinazione diversa nelle fatture,U_AZI_PA.AZI_NODSTFAT,boolean,,Non crea il commento di riferimento alla destinazione diversa nelle fatture,Caricato all'avvio in PUB_NODSTFAT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NODSTFAT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check11,Non crea il commento di riferimento agli ordini nelle fatture,U_AZI_PA.AZI_NORIFORD,boolean,,Non crea il commento di riferimento agli ordini nelle fatture,Caricato all'avvio in PUB_NORIFORD (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NORIFORD = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check12,Non crea il commento di riferimento alle ddt nelle fatture,U_AZI_PA.AZI_NORIFFAT,boolean,,Non crea il commento di riferimento alle ddt nelle fatture,Caricato all'avvio in PUB_NORIFFAT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NORIFFAT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check1,Non stampa il commento 'PESO NETTO' nelle fatture Italia,U_AZI_PB.AZI_NOSTPCOMPESFAT,boolean,,Non stampa il commento 'PESO NETTO' nelle fatture Italia,Caricato all'avvio in PUB_NOSTPCOMPESFAT (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CREA_NOTE_CLIENTE_PESI: `IF (!PUB_NOSTPCOMPESFAT AND __cli_italia) OR (!PUB_NOSTPCOMPESFATEXT AND !__cli_italia)`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CREA_NOTE_CLIENTE_PESI);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check2,Non stampa il commento 'PESO NETTO' nelle fatture estero,U_AZI_PB.AZI_NOSTPCOMPESFATEXT,boolean,,Non stampa il commento 'PESO NETTO' nelle fatture estero,Caricato all'avvio in PUB_NOSTPCOMPESFATEXT (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CREA_NOTE_CLIENTE_PESI: `IF (!PUB_NOSTPCOMPESFAT AND __cli_italia) OR (!PUB_NOSTPCOMPESFATEXT AND !__cli_italia)`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CREA_NOTE_CLIENTE_PESI);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check3,"Stampa il commento  'NUMERO COLLI',  'PESO NETTO' ,  'PESO LORDO'  per clienti esteri",U_AZI_PB.AZI_STPPES_LOR_NET_IMB,boolean,,"Stampa il commento  'NUMERO COLLI',  'PESO NETTO' ,  'PESO LORDO'  per clienti esteri",Caricato all'avvio in PUB_STPPES_LOR_NET_IMB (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CREA_NOTE_PESI_IMBALLI: `IF !PUB_STPPES_LOR_NET_IMB`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CREA_NOTE_PESI_IMBALLI);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check4,Stampa il commento  'DESTINAZIONE DIVERSA'  per clienti esteri,U_AZI_PB.AZI_STPDESTINAZIONE,boolean,,Stampa il commento  'DESTINAZIONE DIVERSA'  per clienti esteri,Caricato all'avvio in PUB_STPDESTINAZIONE (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CREA_NOTE_DESTINAZIONE: `IF !PUB_STPDESTINAZIONE`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CREA_NOTE_DESTINAZIONE);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Standardfield1,"Articolo spese di trasporto per creazione fatture da DDT e da Ordini, da riportare in dettagli:",U_AZI_PB.AZI_ARTTRA,text,,"Articolo spese di trasporto per creazione fatture da DDT e da Ordini, da riportare in dettagli:",Caricato all'avvio in PUB_ARTTRA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ARTTRA = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Standardfield3,Articolo sconto cassa da proporre automaticamente in aggiornamento fattura,U_AZI_PB.AZI_ASCASS,text,,Articolo sconto cassa da proporre automaticamente in aggiornamento fattura,"Caricato all'avvio in PUB_ASCASS (APPLILIB.AQUADOCU); condiziona ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED: `PUB_ARRNID,PUB_ASCASS,PUB_NOIVASPINC,PUB_RACLI,PUB_AGEOPE,PUB_INTRASTAT`",APPLILIB.PRG (AQUADOCU);ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED.PRG,ALTA,
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check24,Trasferimento fatturato in cge in base all'attività per studi professionali (crea prima nota  delll'incasso),U_AZI_PA.AZI_TFATT,boolean,,Trasferimento fatturato in cge in base all'attività per studi professionali (crea prima nota  delll'incasso),Caricato all'avvio in PUB_TFATT (APPLILIB.AQUADOCU); condiziona TFC000: `IF PUB_TFATT && ERASMO - 10/07/2025`,APPLILIB.PRG (AQUADOCU);TFC000.PRG;STARTUP_MODIFICHE.PRG,ALTA,Controllo presente in piu tab del form.
Altro > Web > Rda,Standardfield1,(richieste di acquisto) :,U_AZI_PA.AZI_MAXRDA,text,,(richieste di acquisto) :,Caricato all'avvio in PUB_MAXRDA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_MAXRDA = 0.00`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Rda,Standardfield2,1 livello = solo responsabile acquisti,U_AZI_PA.AZI_NUMAUTRDA,text,,1 livello = solo responsabile acquisti,Caricato all'avvio in PUB_NUMAUTRDA (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.NASCONDI_CAMPO_REPORT_RDA: `IF PUB_NUMAUTRDA = __TIPO_AUTORIZZAZIONE`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (NASCONDI_CAMPO_REPORT_RDA);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Rda,Optiongroup2,,U_AZI_PB.AZI_TYPERDA,list,Gestione completa delle richieste di acquisto | Gestione sintetica delle richieste di acquisto (senza gestione magazzino nè ordini fornitori),,Caricato all'avvio in PUB_TYPERDA (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.RDAGEST: `CASE PUB_TYPERDA = 1`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (RDAGEST);STARTUP_MODIFICHE.PRG,INCERTO,
Altro > Web > Rda,Standardfield3,Link applicazione Web per approvazione RDA,U_AZI_PB.AZI_WEBRDA,text,,Link applicazione Web per approvazione RDA,"Caricato all'avvio in PUB_WEBRDA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_WEBRDA = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Rda,Check1,Gerarchia autorizzazioni RDA per CENTRI DI COSTO,U_AZI_PB.AZI_RDACCO,boolean,,Gerarchia autorizzazioni RDA per CENTRI DI COSTO,"Caricato all'avvio in PUB_RDACCO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_RDACCO = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Ordini a fornitore,Text3,Valuta,U_AZI_PB.AZI_MAXACQ,text,,Valuta,Caricato all'avvio in PUB_MAXACQ (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_MAXACQ = .F. && FABIANO - 23/05/2015`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),MEDIA,
Altro > Web > Ordini a fornitore,Check14,Abilita controllo quantita' in ordine fornitore nel calcolo della giacenza,U_AZI_AN.AZI_CTRORF,boolean,,Abilita controllo quantita' in ordine fornitore nel calcolo della giacenza,Caricato all'avvio in PUB_CTRORF (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.GETORFO: `IF PUB_CTRORF`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (GETORFO);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Web > Ordini a fornitore,Check15,Determina la qta' in ordine a fornitori senza tenere conto della data di scad. dell'ord. cliente,U_AZI_AN.AZI_QTAORF,boolean,,Determina la qta' in ordine a fornitori senza tenere conto della data di scad. dell'ord. cliente,Caricato all'avvio in PUB_QTAORF (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.GETORFO: `IF PUB_QTAORF && NON TIENE CONTO DELLA DATA DI SCADENZA`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (GETORFO);applilib_sergio.prg (GETCTLA);I248_STARTUP.PRG,ALTA,
Altro > Web > Ordini a fornitore,Optiongroup2,,U_AZI_PA.AZI_SSPORF,list,"Riporta le Scadenze speciali in un commento nei dettagli ordine fornitore | Riporta le Scadenze speciali nell'apposita sezione delle scadenze (fino a 7 scadenze max, altrimenti come commento)",,Caricato all'avvio in PUB_SSPORF (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.SCADENZE_SPECIALI: `('ORF' $ CURSORE_DOCUMENTI AND PUB_SSPORF = 1)`,APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (SCADENZE_SPECIALI);STARTUP_MODIFICHE.PRG,INCERTO,
Altro > Web > Ordini a fornitore,Check1,Calcola lo sconto dal prezzo netto digitato manualmente,U_AZI_PB.AZI_CALSCOR,boolean,,Calcola lo sconto dal prezzo netto digitato manualmente,Caricato all'avvio in PUB_CALSCOR (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CALSCOR = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Ordini a fornitore,Check2,Gestione flag ordine acquisto confermato in testata ordine a fornitore,U_AZI_PB.AZI_FLCONF,boolean,,Gestione flag ordine acquisto confermato in testata ordine a fornitore,Caricato all'avvio in PUB_FLCONF (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_RILEVA_CONSISTENZA: `IF PUB_FLCONF`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_RILEVA_CONSISTENZA);AQMLIB.PRG (AQM_RILEVA_CONSISTENZA_AGGIUNGI_IN_CURSORE_COMPONENTI_NON_FITTIZIE);ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,
Altro > Web > Ordini a fornitore,Check3,Gestione data conferma prodotto acquistato per ogni riga ordine,U_AZI_PB.AZI_FLDTCON,boolean,,Gestione data conferma prodotto acquistato per ogni riga ordine,Caricato all'avvio in PUB_FLDTCON (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FLDTCON = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Ordini a fornitore,Check4,Mostra il porto sulla prima cartella del form,U_AZI_PB.AZI_FLPORTO,boolean,,Mostra il porto sulla prima cartella del form,Caricato all'avvio in PUB_FLPORTO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FLPORTO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Ordini a fornitore,Check5,Attiva il blocco degli acquisti sulla base del valore massimo  di acquisto (limite acquisto aziendale mensile),U_AZI_PB.AZI_STOPACQ,boolean,,Attiva il blocco degli acquisti sulla base del valore massimo  di acquisto (limite acquisto aziendale mensile),Caricato all'avvio in PUB_STOPACQ (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_STOPACQ = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Ordini a fornitore,Check6,Obbligatorietà del cambio giornaliero per gli ordini fornitori in valuta estera,U_AZI_PB.AZI_OBLGCHNGORF,boolean,,Obbligatorietà del cambio giornaliero per gli ordini fornitori in valuta estera,Caricato all'avvio in PUB_OBLGCHNGORF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_OBLGCHNGORF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Ordini a fornitore,Check7,Abilita l'obbligatorietà di modifica degli ordini a fornitore se inviati via email,U_AZI_PB.AZI_MODIORF,boolean,,Abilita l'obbligatorietà di modifica degli ordini a fornitore se inviati via email,Caricato all'avvio in PUB_MODIORF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_MODIORF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check20,Abilita sempre la data corrente sulle date di sistema Aquarius,U_AZI_PA.AZI_DATSYS,boolean,,Abilita sempre la data corrente sulle date di sistema Aquarius,Nessun uso trovato nei sorgenti correnti (solo replica/backup): possibile parametro orfano o di altra verticale.,,INCERTO,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check21,Abilita per i documenti (CLIENTI) la gestione del codice iva prelevandolo dall'anagrafica clienti,U_AZI_PA.AZI_IVANAG,boolean,,Abilita per i documenti (CLIENTI) la gestione del codice iva prelevandolo dall'anagrafica clienti,Caricato all'avvio in PUB_IVANAG (APPLILIB.AQUADOCU); condiziona GENERA_FATTURE_SP.GEN_FAT_FAP_SP_X_CLIENTE: `IF PUB_IVANAG && GESTIONE IVA PRELEVATA DALL'ANAGRAFICA CLENTI`,APPLILIB.PRG (AQUADOCU);GENERA_FATTURE_SP.PRG (GEN_FAT_FAP_SP_X_CLIENTE);GENERA_FATTURE_SP.PRG (GEN_FAT_FAP_SP_X_CLIENTE_TIPO_ELABORAZIONE);PRD_TAPPETO_LIB.PRG (GENERA_ORDINE_INTERNO),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check6,Verifica sui documenti se data consegna già inserita,U_AZI_AN.AZI_VERYD,boolean,,Verifica sui documenti se data consegna già inserita,Caricato all'avvio in PUB_VERYD (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_VERYD = .T.`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check4,Arrotondamenti multipli nel calcolo del valore nei documenti,U_AZI_PA.AZI_ARRNID,boolean,,Arrotondamenti multipli nel calcolo del valore nei documenti,Caricato all'avvio in PUB_ARRNID (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CALCOLA_VALORE_RIGA_DOCUMENTO: `IF PUB_ARRNID`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CALCOLA_VALORE_RIGA_DOCUMENTO);ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check19,"Abilita gestione articolo cliente / articolo magazzino in documenti (ordini, bolle, fatture)",U_AZI_PA.AZI_CDAPRD,boolean,,"Abilita gestione articolo cliente / articolo magazzino in documenti (ordini, bolle, fatture)",Caricato all'avvio in PUB_CDAPRD (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CDAPRD = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check25,Abilita le funzioni di ricerca dettagliata in inserimento del codice cliente e del codice fornitore,U_AZI_PA.AZI_CLIRIC,boolean,,Abilita le funzioni di ricerca dettagliata in inserimento del codice cliente e del codice fornitore,Caricato all'avvio in PUB_CLIRIC (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CLIRIC = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Optiongroup1,,U_AZI_PA.AZI_OPZRSK,list,Segnala clienti a Rischio 1 nei documenti ordini/ddt/packing list (non considera il valore degli ordini in essere) | Segnala clienti a Rischio 2 nei documenti ordini/ddt/packing list (considera anche il valore degli ordini in essere),,Caricato all'avvio in PUB_OPZRSK (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.VERIFICA_ESPOSIZIONE_CLIENTE: `IF PUB_OPZRSK = 2 && RISCHIO 2 (CONSIDERA ANCHE IL VALORE DEGLI ORDINI IN ESSERE)`,APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);contabilelib.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);PPT_ORDINI_IN_PROSSIMA_CONSEGNA.PRG,INCERTO,Controllo presente in piu tab del form.
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check1,Gestisce in automatico il codice della banca del cliente con un numero progressivo,U_AZI_PA.AZI_NUMBAN,boolean,,Gestisce in automatico il codice della banca del cliente con un numero progressivo,Caricato all'avvio in PUB_NUMBAN (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NUMBAN = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check3,"Abilita per documenti, prima nota, controllo ddt fatture , la gestione dell'iva INTRASTAT",U_AZI_PB.AZI_IVAINTRA,boolean,,"Abilita per documenti, prima nota, controllo ddt fatture , la gestione dell'iva INTRASTAT",Caricato all'avvio in PUB_IVAINTRA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_IVAINTRA = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check2,"Nella ristampa documenti, per gli ordini effettua il controllo sui dati obbligatori  che devono essere presenti in anagrafica cliente",U_AZI_PB.AZI_CTRRISD,boolean,,"Nella ristampa documenti, per gli ordini effettua il controllo sui dati obbligatori  che devono essere presenti in anagrafica cliente",Caricato all'avvio in PUB_CTRRISD (APPLILIB.AQUADOCU); condiziona RISTAMPELIB.RISTA_ORD: `IF PUB_CTRRISD && CONTROLLO INCROCIATO SUI CAMPI OBBLIGATORI ANAGRAFICI E SU CENTRO DI COSTO`,APPLILIB.PRG (AQUADOCU);RISTAMPELIB.PRG (RISTA_ORD);RISTAMPELIBx.PRG (RISTA_ORD);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check5,"Nella ristampa documenti, per gli ordini effettua il controllo che esista il centro di costo su tutte le righe ordine",U_AZI_PB.AZI_CTRRISD2,boolean,,"Nella ristampa documenti, per gli ordini effettua il controllo che esista il centro di costo su tutte le righe ordine",Caricato all'avvio in PUB_CTRRISD2 (APPLILIB.AQUADOCU); condiziona RISTAMPELIB.RISTA_ORD: `IF PUB_CTRRISD2 && CONTROLLO INCROCIATO SUL CENTRO DI COSTO SU TUTTE LE RIGHE ORDINE`,APPLILIB.PRG (AQUADOCU);RISTAMPELIB.PRG (RISTA_ORD);RISTAMPELIBx.PRG (RISTA_ORD);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check7,Mostra su tutti i documenti  vicino ai codici articoli il tastino per RICARICARE i dati dall'anagrafica articoli/listini ecc. in FASE di VARIAZIONE,U_AZI_PB.AZI_ALLDANG,boolean,,Mostra su tutti i documenti  vicino ai codici articoli il tastino per RICARICARE i dati dall'anagrafica articoli/listini ecc. in FASE di VARIAZIONE,Caricato all'avvio in PUB_ALLDANG (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ALLDANG = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Optiongroup2,Controllo obbligatorietà dati INTRASTAT in dettagli documenti:,U_AZI_PB.AZI_CTRDETINTRA,list,Nessun controllo | Controllo non bloccante | Controllo bloccante,Controllo obbligatorietà dati INTRASTAT in dettagli documenti:,Caricato all'avvio in PUB_CTRDETINTRA (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CONTROLLI_OBBLIGATORI_DETTAGLI_DOC_INTRA: `IF PUB_CTRDETINTRA = 1`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CONTROLLI_OBBLIGATORI_DETTAGLI_DOC_INTRA);ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check8,Per i documenti OFF-ORD-BOL-FAP-FAT-ORF-BOF-BFO nella ristampa mostra TOTALE IMPONIBILE,U_AZI_PB.AZI_RICAIMP,boolean,,Per i documenti OFF-ORD-BOL-FAP-FAT-ORF-BOF-BFO nella ristampa mostra TOTALE IMPONIBILE,Caricato all'avvio in PUB_RICAIMP (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_RICAIMP = 0`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check9,In tutti i documenti mostra anche la consistenza  sommandola alla giacenza,U_AZI_PB.AZI_SICONS,boolean,,In tutti i documenti mostra anche la consistenza  sommandola alla giacenza,Caricato all'avvio in PUB_SICONS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_SICONS = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check10,In tutti i documenti i testi/note automatici sono generati solo all'inserimento e NON PIU' CANCELLATI durante la variazione,U_AZI_PB.AZI_TXTVARI,boolean,,In tutti i documenti i testi/note automatici sono generati solo all'inserimento e NON PIU' CANCELLATI durante la variazione,Caricato all'avvio in PUB_TXTVARI (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.CREA_NOTE_IN_VARIAZIONE: `IF PUB_TXTVARI`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (CREA_NOTE_IN_VARIAZIONE);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
